Cell_ID,Year,Baseline_Forest_ha
G25_000786,2000,0.1444361328125
G25_000787,2000,3.321202740478514
G25_000788,2000,1.8767500305175784
G25_000789,2000,0.1443328735351562
G25_000790,2000,0.3607186950683593
G25_000791,2000,0.5047885803222656
G25_000792,2000,0.0
G25_000793,2000,0.0
G25_000794,2000,0.0
G25_000795,2000,0.0
G25_000796,2000,0.0
G25_000797,2000,6.84780110289331
G25_000798,2000,110.79355463948562
G25_000799,2000,171.17546627075222
G25_000800,2000,59.900326129868745
G25_000801,2000,74.05113325827229
G25_000802,2000,248.54112248719576
G25_000803,2000,279.8169513774491
G25_000804,2000,126.38070203883748
G25_000805,2000,22.40226322806565
G25_000806,2000,34.98833499770225
G25_000807,2000,140.65426914112723
G25_000808,2000,232.48678502948843
G25_000809,2000,268.48001337493554
G25_000810,2000,195.8472461514581
G25_000811,2000,126.88994678892844
G25_000812,2000,243.377166535644
G25_000813,2000,251.54342963682896
G25_000814,2000,204.91689738489515
G25_000815,2000,202.5459932736386
G25_000816,2000,150.9868475497615
G25_000817,2000,208.78869763190795
G25_000818,2000,160.62098942557623
G25_000819,2000,187.89505775682568
G25_000820,2000,191.10035831382712
G25_000821,2000,173.92387114760533
G25_000822,2000,276.08524045783633
G25_000823,2000,277.5013178423674
G25_000824,2000,220.6572271361601
G25_000825,2000,95.8322854737045
G25_000826,2000,91.92877362390873
G25_000827,2000,157.66806049977083
G25_000828,2000,154.74677065578058
G25_000829,2000,206.3593766509645
G25_000830,2000,98.07979838096485
G25_000831,2000,169.15205376029255
G25_000832,2000,148.88025521663903
G25_000833,2000,170.83347066679113
G25_000834,2000,238.9286431273705
G25_000835,2000,259.0026041514673
G25_000836,2000,11.031030341437852
G25_000837,2000,1.9299493713378908
G25_000838,2000,0.0729965698242187
G25_000839,2000,0.0
G25_000840,2000,0.1458830932617187
G25_000841,2000,17.66882241194182
G25_000842,2000,127.80041768554702
G25_000843,2000,13.825684458917337
G25_000844,2000,43.56857153633864
G25_000845,2000,153.44749351330302
G25_000846,2000,2.284666045424517
G25_000847,2000,2.767134173440372
G25_000848,2000,0.1455742919921875
G25_000849,2000,19.20945120849606
G25_000850,2000,9.801858462703924
G25_000851,2000,0.0
G25_000852,2000,0.1454234252929687
G25_000853,2000,0.0
G25_000854,2000,0.0
G25_000855,2000,0.0
G25_000856,2000,0.1452488037109375
G25_000857,2000,0.2178214172363281
G25_000858,2000,0.2197558069326363
G25_000859,2000,0.0
G25_000860,2000,2.321720507812499
G25_000861,2000,1.957992407226563
G25_000862,2000,4.278049877929687
G25_000863,2000,4.506303926355698
G25_000864,2000,0.2046305829216452
G25_000865,2000,0.21731875
G25_000866,2000,0.4410653742292815
G25_000867,2000,0.2172161193847656
G25_000868,2000,0.0
G25_000869,2000,0.0
G25_000870,2000,0.0
G25_000871,2000,0.0
G25_000872,2000,4.961768460023175
G25_000873,2000,0.0
G25_000874,2000,0.0
G25_000875,2000,0.0
G25_000876,2000,4.1113810783595675
G25_000877,2000,31.343543043691593
G25_000878,2000,0.0
G25_000879,2000,0.0
G25_000880,2000,0.0
G25_000881,2000,0.0
G25_000882,2000,0.0
G25_000883,2000,0.0
G25_000884,2000,0.0
G25_000885,2000,0.0
G25_000886,2000,0.0
G25_000887,2000,48.620809411453834
G25_000888,2000,205.2171935861153
G25_000889,2000,249.29006360957257
G25_000890,2000,368.11369099460967
G25_000891,2000,190.12464514681915
G25_000892,2000,65.50287653834926
G25_000893,2000,134.31170005035983
G25_000894,2000,156.22568374885105
G25_000895,2000,331.3126421162848
G25_000896,2000,369.3177093139441
G25_000897,2000,351.745184980589
G25_000898,2000,167.76339302442426
G25_000899,2000,100.3059882055904
G25_000900,2000,183.65842854058948
G25_000901,2000,191.97024276501284
G25_000902,2000,149.96761860492762
G25_000903,2000,200.62072681487453
G25_000904,2000,231.24070555247704
G25_000905,2000,202.35466114399065
G25_000906,2000,225.5151169964476
G25_000907,2000,204.05669829640152
G25_000908,2000,228.59333561157248
G25_000909,2000,206.70752938689475
G25_000910,2000,91.24005803083828
G25_000911,2000,191.8152741526177
G25_000912,2000,140.26590737919926
G25_000913,2000,118.04034228623289
G25_000914,2000,315.40034301485036
G25_000915,2000,143.03842834381612
G25_000916,2000,204.9671507042264
G25_000917,2000,195.36308470009
G25_000918,2000,108.86561684955672
G25_000919,2000,96.09510567509668
G25_000920,2000,93.92155598501172
G25_000921,2000,276.05900189867464
G25_000922,2000,301.85461723764536
G25_000923,2000,262.4480940870964
G25_000924,2000,135.57462726524187
G25_000925,2000,138.1590714354275
G25_000926,2000,341.4848999775828
G25_000927,2000,403.5050468923513
G25_000928,2000,303.40880323287786
G25_000929,2000,113.09255137683344
G25_000930,2000,0.4087686142865349
